gml_id,fonte,comune_istat,area_m2,n_px,strip,sr_blue,sr_green,sr_red,sr_nir,ndvi
Mappature_precedenti.9732,PRAL,03012067,89.6,10,20260330_105816_37_2514_3B,0.2131,0.2303,0.2398,0.2992,0.1102
Mappature_precedenti.9736,PRAL,03012067,76.0,9,20260330_105816_37_2514_3B,0.1699,0.2011,0.229,0.31720000000000004,0.1615
Mappature_precedenti.9737,PRAL,03012096,284.2,32,20260330_105816_37_2514_3B,0.08755,0.09755,0.11025,0.19340000000000002,0.2738
Mappature_precedenti.9738,PRAL,03012096,842.0,94,20260330_105816_37_2514_3B,0.12785000000000002,0.15945,0.1799,0.24975,0.1626
Mappature_precedenti.9745,PRAL,03012096,186.1,22,20260330_105816_37_2514_3B,0.1139,0.128,0.1414,0.26430000000000003,0.3029
Mappature_precedenti.9747,PRAL,03012096,1479.0,164,20260330_105816_37_2514_3B,0.16025,0.17835,0.20435,0.2811,0.1581
Mappature_precedenti.9750,PRAL,03012096,450.5,48,20260330_105816_37_2514_3B,0.11035,0.12380000000000001,0.13805,0.22435000000000002,0.2381
Mappature_precedenti.9755,PRAL,03012096,961.1,108,20260330_105816_37_2514_3B,0.08900000000000001,0.10020000000000001,0.11115,0.20545000000000002,0.2979
Mappature_precedenti.9762,PRAL,03012096,188.6,20,20260330_105816_37_2514_3B,0.0839,0.09340000000000001,0.10425000000000001,0.19625,0.3062
Mappature_precedenti.9766,PRAL,03012096,1052.4,117,20260330_105816_37_2514_3B,0.10980000000000001,0.1237,0.13770000000000002,0.2151,0.2194
Mappature_precedenti.9778,PRAL,03012096,72.2,8,20260330_105816_37_2514_3B,0.0981,0.1121,0.12990000000000002,0.21795,0.2531
Mappature_precedenti.9880,PRAL,03012134,315.2,36,20260330_105816_37_2514_3B,0.0886,0.10165,0.11515,0.229,0.3308
Mappature_precedenti.9881,PRAL,03012134,471.1,45,20260330_105816_37_2514_3B,0.23340000000000002,0.2427,0.2632,0.2817,0.034
Mappature_precedenti.9884,PRAL,03012134,197.4,22,20260330_105816_37_2514_3B,0.07985,0.09825,0.10980000000000001,0.19385000000000002,0.2768
Mappature_precedenti.9887,PRAL,03012134,45.8,5,20260330_105816_37_2514_3B,0.0738,0.0897,0.09330000000000001,0.2582,0.4691
Mappature_precedenti.9897,PRAL,03012134,613.3,68,20260330_105816_37_2514_3B,0.1,0.11555,0.12685000000000002,0.19540000000000002,0.2127
Mappature_precedenti.9901,PRAL,03012134,162.5,18,20260330_105816_37_2514_3B,0.12555,0.14395,0.15865,0.21380000000000002,0.1481
Mappature_precedenti.9902,PRAL,03012134,64.0,7,20260330_105816_37_2514_3B,0.09290000000000001,0.10990000000000001,0.11800000000000001,0.18860000000000002,0.2303
Mappature_precedenti.9906,PRAL,03012134,1861.3,206,20260330_105816_37_2514_3B,0.21815,0.2296,0.2434,0.24855000000000002,0.0105
Mappature_precedenti.9907,PRAL,03012134,104.4,12,20260330_105816_37_2514_3B,0.09725,0.11225,0.12610000000000002,0.23015000000000002,0.2921
Mappature_precedenti.9912,PRAL,03012134,579.6,66,20260330_105816_37_2514_3B,0.2922,0.30235,0.31885,0.30410000000000004,-0.0237
Mappature_precedenti.9913,PRAL,03012134,282.2,31,20260330_105816_37_2514_3B,0.0826,0.0942,0.1048,0.1898,0.2885
Mappature_precedenti.9917,PRAL,03012134,162.3,17,20260330_105816_37_2514_3B,0.1126,0.1517,0.1666,0.2421,0.1847
Mappature_precedenti.9918,PRAL,03012006,125.6,12,20260330_105816_37_2514_3B,0.11475,0.13015000000000002,0.1421,0.2571,0.2881
Mappature_precedenti.9920,PRAL,03012121,233.6,27,20260330_105816_37_2514_3B,0.134,0.16740000000000002,0.1797,0.2611,0.1847
Mappature_precedenti.9928,PRAL,03012121,71.3,7,20260330_105816_37_2514_3B,0.08710000000000001,0.09820000000000001,0.1114,0.2252,0.3381
Mappature_precedenti.9929,PRAL,03012121,50.5,5,20260330_105816_37_2514_3B,0.08310000000000001,0.1015,0.14600000000000002,0.1966,0.1477
Mappature_precedenti.9930,PRAL,03012121,6817.6,756,20260330_105816_37_2514_3B,0.3136,0.35395000000000004,0.3629,0.37920000000000004,0.022
Mappature_precedenti.9934,PRAL,03012121,72.6,7,20260330_105816_37_2514_3B,0.1277,0.1454,0.1544,0.22610000000000002,0.1884
Mappature_precedenti.9935,PRAL,03012121,124.2,13,20260330_105816_37_2514_3B,0.0912,0.10010000000000001,0.10930000000000001,0.19190000000000002,0.2742
Mappature_precedenti.9938,PRAL,03012121,86.4,9,20260330_105816_37_2514_3B,0.1116,0.1223,0.1341,0.1983,0.1931
Mappature_precedenti.9940,PRAL,03012121,122.3,14,20260330_105816_37_2514_3B,0.0898,0.09580000000000001,0.10395,0.1958,0.3064
Mappature_precedenti.9942,PRAL,03012121,138.8,15,20260330_105816_37_2514_3B,0.0724,0.07350000000000001,0.079,0.1428,0.2876
Mappature_precedenti.9950,PRAL,03012121,107.8,12,20260330_105816_37_2514_3B,0.0712,0.07785,0.1245,0.2529,0.3402
Mappature_precedenti.9952,PRAL,03012121,138.0,15,20260330_105816_37_2514_3B,0.0716,0.0794,0.08800000000000001,0.14780000000000001,0.2536
Mappature_precedenti.9965,PRAL,03012121,142.3,16,20260330_105816_37_2514_3B,0.0884,0.10015,0.11615,0.19085000000000002,0.2433
Mappature_precedenti.9968,PRAL,03012121,150.8,17,20260330_105816_37_2514_3B,0.084,0.0898,0.1004,0.1716,0.2618
Mappature_precedenti.9971,PRAL,03012121,1559.4,173,20260330_105816_37_2514_3B,0.2888,0.32280000000000003,0.33340000000000003,0.375,0.0587
Mappature_precedenti.9973,PRAL,03012121,153.9,16,20260330_105816_37_2514_3B,0.08105,0.0911,0.10110000000000001,0.1396,0.16
Mappature_precedenti.9978,PRAL,03012121,732.1,81,20260330_105816_37_2514_3B,0.10450000000000001,0.1165,0.1252,0.22,0.2746
Mappature_precedenti.9988,PRAL,03012121,76.1,9,20260330_105816_37_2514_3B,0.07830000000000001,0.09580000000000001,0.1178,0.1965,0.2504
Mappature_precedenti.17443,PRAL,03013131,955.7,106,20260330_105816_37_2514_3B,0.1053,0.11800000000000001,0.1325,0.19795000000000001,0.1981
Mappature_precedenti.17444,PRAL,03013131,394.0,43,20260330_105816_37_2514_3B,0.10360000000000001,0.113,0.129,0.18680000000000002,0.183
Mappature_precedenti.17445,PRAL,03013131,197.6,22,20260330_105816_37_2514_3B,0.08415,0.09335,0.10555,0.1778,0.255
Mappature_precedenti.17446,PRAL,03013131,377.7,13,20260330_105818_41_2514_3B,0.1085,0.1287,0.1414,0.1898,0.1461
Mappature_precedenti.17447,PRAL,03013131,2305.5,187,20260330_105818_41_2514_3B,0.08070000000000001,0.08510000000000001,0.093,0.1206,0.1292
Mappature_precedenti.49962,PRAL,03012137,1544.8,172,20260330_105816_37_2514_3B,0.22005000000000002,0.24955000000000002,0.2596,0.2922,0.0591
Mappature_precedenti.80,PRAL,03012108,88.7,12,20260330_105818_41_2514_3B,0.08225,0.08935,0.09555000000000001,0.1381,0.1821
Mappature_precedenti.81,PRAL,03012108,40.4,6,20260330_105818_41_2514_3B,0.07195,0.08185,0.08975000000000001,0.1615,0.2856
Mappature_precedenti.84,PRAL,03012108,707.7,79,20260330_105818_41_2514_3B,0.2446,0.25880000000000003,0.2717,0.2722,0.0009
Mappature_precedenti.88,PRAL,03012108,347.4,38,20260330_105818_41_2514_3B,0.14375000000000002,0.16515000000000002,0.1869,0.22845000000000001,0.1
Mappature_precedenti.92,PRAL,03012108,175.9,19,20260330_105818_41_2514_3B,0.0695,0.0758,0.08,0.2089,0.4462
Mappature_precedenti.93,PRAL,03012108,752.0,83,20260330_105818_41_2514_3B,0.131,0.13670000000000002,0.1689,0.1849,0.0452
Mappature_precedenti.101,PRAL,03012108,59.4,6,20260330_105818_41_2514_3B,0.1327,0.14035,0.14325000000000002,0.15015,0.0235
Mappature_precedenti.110,PRAL,03012108,230.8,25,20260330_105818_41_2514_3B,0.2015,0.23770000000000002,0.2378,0.2743,0.0713
Mappature_precedenti.111,PRAL,03012108,97.3,10,20260330_105818_41_2514_3B,0.13935,0.14295,0.16305,0.22475,0.1591
Mappature_precedenti.114,PRAL,03012108,179.5,18,20260330_105818_41_2514_3B,0.12295,0.14615,0.1646,0.2242,0.1533
Mappature_precedenti.116,PRAL,03012108,593.7,66,20260330_105818_41_2514_3B,0.23745000000000002,0.22435000000000002,0.2566,0.22215000000000001,-0.072
Mappature_precedenti.123,PRAL,03012108,88.7,11,20260330_105818_41_2514_3B,0.08310000000000001,0.0925,0.09480000000000001,0.1913,0.3373
Mappature_precedenti.126,PRAL,03012108,442.2,48,20260330_105818_41_2514_3B,0.061900000000000004,0.0671,0.07395,0.1188,0.2327
Mappature_precedenti.128,PRAL,03012108,787.0,87,20260330_105818_41_2514_3B,0.1426,0.1714,0.1893,0.2575,0.1526
Mappature_precedenti.129,PRAL,03012108,677.8,75,20260330_105818_41_2514_3B,0.09960000000000001,0.11620000000000001,0.1217,0.187,0.2115
Mappature_precedenti.134,PRAL,03012108,89.8,9,20260330_105818_41_2514_3B,0.07300000000000001,0.08990000000000001,0.0979,0.1631,0.2498
Mappature_precedenti.136,PRAL,03012108,150.4,15,20260330_105818_41_2514_3B,0.0854,0.10010000000000001,0.1115,0.1529,0.1566
Mappature_precedenti.143,PRAL,03012108,1350.0,145,20260330_105818_41_2514_3B,0.17450000000000002,0.2053,0.23040000000000002,0.331,0.1792
Mappature_precedenti.145,PRAL,03012108,158.2,18,20260330_105818_41_2514_3B,0.09630000000000001,0.11125,0.12485,0.19755,0.2255
Mappature_precedenti.150,PRAL,03012108,55.2,6,20260330_105818_41_2514_3B,0.09140000000000001,0.09910000000000001,0.1057,0.16295,0.2131
Mappature_precedenti.157,PRAL,03012108,58.9,6,20260330_105818_41_2514_3B,0.09005,0.10830000000000001,0.12325000000000001,0.19965000000000002,0.2366
Mappature_precedenti.158,PRAL,03012108,744.2,83,20260330_105818_41_2514_3B,0.09910000000000001,0.11,0.12100000000000001,0.1865,0.213
Mappature_precedenti.161,PRAL,03012108,78.1,9,20260330_105818_41_2514_3B,0.1935,0.21230000000000002,0.2147,0.2484,0.0728
Mappature_precedenti.167,PRAL,03012108,93.2,11,20260330_105818_41_2514_3B,0.2879,0.2933,0.3322,0.322,-0.0156
Mappature_precedenti.170,PRAL,03012108,354.8,39,20260330_105818_41_2514_3B,0.1419,0.1613,0.1847,0.23120000000000002,0.1118
Mappature_precedenti.171,PRAL,03012108,147.5,16,20260330_105818_41_2514_3B,0.09445,0.10905000000000001,0.11825000000000001,0.19685,0.2494
Mappature_precedenti.176,PRAL,03012108,104.5,11,20260330_105818_41_2514_3B,0.16770000000000002,0.1572,0.1696,0.1563,-0.0408
Mappature_precedenti.179,PRAL,03012108,60.8,8,20260330_105818_41_2514_3B,0.0623,0.0786,0.08835,0.13040000000000002,0.1922
Mappature_precedenti.184,PRAL,03012108,689.0,77,20260330_105818_41_2514_3B,0.14020000000000002,0.1572,0.1729,0.2444,0.1713
Mappature_precedenti.185,PRAL,03012108,520.3,60,20260330_105818_41_2514_3B,0.10315,0.11620000000000001,0.13265000000000002,0.20620000000000002,0.2171
Mappature_precedenti.186,PRAL,03012108,52.4,5,20260330_105818_41_2514_3B,0.0656,0.061900000000000004,0.0727,0.09380000000000001,0.1267
Mappature_precedenti.187,PRAL,03012108,663.1,71,20260330_105818_41_2514_3B,0.1178,0.1267,0.14850000000000002,0.20750000000000002,0.1657
Mappature_precedenti.188,PRAL,03012108,177.9,20,20260330_105818_41_2514_3B,0.16325,0.16585,0.1968,0.21645,0.0475
Mappature_precedenti.193,PRAL,03012108,360.9,39,20260330_105818_41_2514_3B,0.12200000000000001,0.1463,0.1592,0.2594,0.2394
Mappature_precedenti.196,PRAL,03012108,129.8,14,20260330_105818_41_2514_3B,0.0719,0.08025,0.0864,0.14115,0.2406
Mappature_precedenti.199,PRAL,03012108,78.1,9,20260330_105818_41_2514_3B,0.09430000000000001,0.1115,0.1776,0.24230000000000002,0.1541
Mappature_precedenti.202,PRAL,03012108,717.7,80,20260330_105818_41_2514_3B,0.2692,0.30765000000000003,0.3166,0.3068,-0.0157
Mappature_precedenti.203,PRAL,03012108,141.1,17,20260330_105818_41_2514_3B,0.0707,0.0829,0.0889,0.1487,0.2517
Mappature_precedenti.205,PRAL,03012108,112.1,12,20260330_105818_41_2514_3B,0.0872,0.09875,0.10425000000000001,0.22005000000000002,0.3571
Mappature_precedenti.206,PRAL,03012108,68.7,7,20260330_105818_41_2514_3B,0.0853,0.1009,0.1115,0.1902,0.2609
Mappature_precedenti.207,PRAL,03012108,977.8,108,20260330_105818_41_2514_3B,0.09215000000000001,0.10125,0.11345000000000001,0.17750000000000002,0.2201
Mappature_precedenti.212,PRAL,03012108,521.2,58,20260330_105818_41_2514_3B,0.11515,0.12225000000000001,0.14235,0.203,0.1756
Mappature_precedenti.216,PRAL,03012108,112.9,13,20260330_105818_41_2514_3B,0.10980000000000001,0.12090000000000001,0.12810000000000002,0.18480000000000002,0.1812
Mappature_precedenti.221,PRAL,03012108,627.1,72,20260330_105818_41_2514_3B,0.08875000000000001,0.1009,0.1062,0.1607,0.2042
Mappature_precedenti.224,PRAL,03012108,88.8,11,20260330_105818_41_2514_3B,0.07690000000000001,0.0855,0.0926,0.1553,0.2529
Mappature_precedenti.227,PRAL,03012108,120.2,14,20260330_105818_41_2514_3B,0.11295000000000001,0.12015,0.13645000000000002,0.20765,0.2069
Mappature_precedenti.228,PRAL,03012108,98.4,11,20260330_105818_41_2514_3B,0.19460000000000002,0.2379,0.22920000000000001,0.3242,0.1717
Mappature_precedenti.229,PRAL,03012108,103.5,11,20260330_105818_41_2514_3B,0.0609,0.06620000000000001,0.0727,0.1221,0.2536
Mappature_precedenti.231,PRAL,03012108,641.3,70,20260330_105818_41_2514_3B,0.16335,0.18810000000000002,0.2154,0.29505000000000003,0.156
Mappature_precedenti.232,PRAL,03012108,165.8,20,20260330_105818_41_2514_3B,0.13390000000000002,0.13875,0.1554,0.21545,0.1619
Mappature_precedenti.234,PRAL,03012108,68.6,9,20260330_105818_41_2514_3B,0.0922,0.1005,0.11230000000000001,0.17850000000000002,0.2276
Mappature_precedenti.243,PRAL,03012108,313.9,35,20260330_105818_41_2514_3B,0.11620000000000001,0.1237,0.1432,0.18960000000000002,0.1394
Mappature_precedenti.245,PRAL,03012108,368.0,40,20260330_105818_41_2514_3B,0.0936,0.10825,0.11785000000000001,0.19355,0.2431
Mappature_precedenti.253,PRAL,03012108,183.8,21,20260330_105818_41_2514_3B,0.1241,0.13770000000000002,0.158,0.2082,0.1371
Mappature_precedenti.254,PRAL,03012108,88.1,10,20260330_105818_41_2514_3B,0.1883,0.24300000000000002,0.2383,0.33275,0.1654
Mappature_precedenti.255,PRAL,03012108,61.1,6,20260330_105818_41_2514_3B,0.06155,0.07205,0.07505,0.12840000000000001,0.2622
Mappature_precedenti.256,PRAL,03012108,323.7,36,20260330_105818_41_2514_3B,0.11875000000000001,0.13055,0.15365,0.1973,0.1244
Mappature_precedenti.456,PRAL,03012039,148.4,17,20260330_105818_41_2514_3B,0.07,0.0826,0.092,0.1711,0.3006
Mappature_precedenti.700,PRAL,03012026,189.3,18,20260330_105818_41_2514_3B,0.19915000000000002,0.19685,0.21145,0.21235,0.0021
Mappature_precedenti.703,PRAL,03012026,129.5,15,20260330_105818_41_2514_3B,0.062,0.0648,0.07300000000000001,0.0911,0.1103
Mappature_precedenti.705,PRAL,03012026,173.7,18,20260330_105818_41_2514_3B,0.2096,0.24155000000000001,0.23055,0.3159,0.1562
Mappature_precedenti.707,PRAL,03012026,46.8,6,20260330_105818_41_2514_3B,0.09425,0.11305000000000001,0.11925000000000001,0.23970000000000002,0.3356
Mappature_precedenti.708,PRAL,03012026,268.3,28,20260330_105818_41_2514_3B,0.21335,0.22870000000000001,0.23920000000000002,0.32805,0.1566
Mappature_precedenti.709,PRAL,03012026,125.7,15,20260330_105818_41_2514_3B,0.0629,0.075,0.0755,0.1321,0.2726
Mappature_precedenti.711,PRAL,03012026,56.0,6,20260330_105818_41_2514_3B,0.11130000000000001,0.12845,0.13735,0.18155000000000002,0.1386
Mappature_precedenti.714,PRAL,03012026,91.1,9,20260330_105818_41_2514_3B,0.058600000000000006,0.0675,0.0732,0.1316,0.2852
Mappature_precedenti.715,PRAL,03012026,73.8,8,20260330_105818_41_2514_3B,0.21925,0.2321,0.25835,0.27545000000000003,0.032
Mappature_precedenti.718,PRAL,03012026,65.0,7,20260330_105818_41_2514_3B,0.163,0.1772,0.1836,0.18810000000000002,0.0121
Mappature_precedenti.719,PRAL,03012026,187.2,21,20260330_105818_41_2514_3B,0.17120000000000002,0.17830000000000001,0.1928,0.2207,0.0675
Mappature_precedenti.720,PRAL,03012026,146.9,17,20260330_105818_41_2514_3B,0.19820000000000002,0.1975,0.2214,0.2343,0.0283
Mappature_precedenti.721,PRAL,03012026,231.3,25,20260330_105818_41_2514_3B,0.10590000000000001,0.1169,0.1296,0.2436,0.3055
Mappature_precedenti.725,PRAL,03012026,75.9,8,20260330_105818_41_2514_3B,0.1947,0.22405,0.22160000000000002,0.24350000000000002,0.0471
Mappature_precedenti.732,PRAL,03012026,117.8,16,20260330_105818_41_2514_3B,0.23870000000000002,0.2528,0.27640000000000003,0.27355,-0.0052
Mappature_precedenti.735,PRAL,03012026,193.8,22,20260330_105818_41_2514_3B,0.2594,0.2933,0.31065000000000004,0.33035000000000003,0.0307
Mappature_precedenti.737,PRAL,03012026,65.0,9,20260330_105818_41_2514_3B,0.18530000000000002,0.2112,0.2102,0.24180000000000001,0.0699
Mappature_precedenti.742,PRAL,03012026,160.4,17,20260330_105818_41_2514_3B,0.0724,0.0879,0.12490000000000001,0.161,0.1263
Mappature_precedenti.743,PRAL,03012026,38.1,5,20260330_105818_41_2514_3B,0.2225,0.23620000000000002,0.256,0.24830000000000002,-0.0153
Mappature_precedenti.746,PRAL,03012026,188.0,20,20260330_105818_41_2514_3B,0.10805000000000001,0.1169,0.13695000000000002,0.19895000000000002,0.1846
Mappature_precedenti.748,PRAL,03012026,134.9,16,20260330_105818_41_2514_3B,0.15195,0.16115000000000002,0.1622,0.1711,0.0267
Mappature_precedenti.751,PRAL,03012026,50.5,5,20260330_105818_41_2514_3B,0.163,0.1632,0.18560000000000001,0.22390000000000002,0.0935
Mappature_precedenti.752,PRAL,03012026,300.0,34,20260330_105818_41_2514_3B,0.0509,0.060200000000000004,0.1034,0.17115,0.2468
Mappature_precedenti.753,PRAL,03012026,125.5,14,20260330_105818_41_2514_3B,0.0945,0.10210000000000001,0.11,0.13665,0.108
Mappature_precedenti.757,PRAL,03012026,43.4,6,20260330_105818_41_2514_3B,0.2141,0.2237,0.23650000000000002,0.25095,0.0296
Mappature_precedenti.760,PRAL,03012026,203.3,26,20260330_105818_41_2514_3B,0.051300000000000005,0.058350000000000006,0.059550000000000006,0.09275,0.218
Mappature_precedenti.761,PRAL,03012026,2707.6,302,20260330_105818_41_2514_3B,0.18855,0.19885,0.2671,0.20875000000000002,-0.1226
Mappature_precedenti.762,PRAL,03012026,1031.2,113,20260330_105818_41_2514_3B,0.0903,0.08360000000000001,0.1058,0.1159,0.0456
Mappature_precedenti.766,PRAL,03012026,142.4,15,20260330_105818_41_2514_3B,0.169,0.1802,0.1791,0.22740000000000002,0.1188
Mappature_precedenti.769,PRAL,03012026,73.5,8,20260330_105818_41_2514_3B,0.08360000000000001,0.0903,0.10990000000000001,0.1577,0.1786
Mappature_precedenti.771,PRAL,03012026,735.6,81,20260330_105818_41_2514_3B,0.0756,0.08410000000000001,0.0922,0.14400000000000002,0.2193
Mappature_precedenti.780,PRAL,03012026,54.3,6,20260330_105818_41_2514_3B,0.05305,0.0574,0.0656,0.09755,0.1958
Mappature_precedenti.782,PRAL,03012026,67.0,8,20260330_105818_41_2514_3B,0.0813,0.1009,0.1014,0.22905,0.3863
Mappature_precedenti.783,PRAL,03012026,61.6,6,20260330_105818_41_2514_3B,0.11950000000000001,0.14095000000000002,0.17105,0.2291,0.1451
Mappature_precedenti.784,PRAL,03012026,221.8,25,20260330_105818_41_2514_3B,0.19390000000000002,0.2084,0.2172,0.24200000000000002,0.054
Mappature_precedenti.788,PRAL,03012026,656.3,73,20260330_105818_41_2514_3B,0.1323,0.13540000000000002,0.1405,0.1426,0.0074
Mappature_precedenti.790,PRAL,03012026,502.2,56,20260330_105818_41_2514_3B,0.10945,0.11945,0.13925,0.18395,0.1383
Mappature_precedenti.791,PRAL,03012026,48.2,6,20260330_105818_41_2514_3B,0.06525,0.07415000000000001,0.0881,0.1395,0.2258
Mappature_precedenti.797,PRAL,03012026,79.1,12,20260330_105818_41_2514_3B,0.06995,0.08005000000000001,0.08420000000000001,0.14500000000000002,0.2653
Mappature_precedenti.799,PRAL,03012026,60.0,6,20260330_105818_41_2514_3B,0.22990000000000002,0.23565,0.2528,0.29415,0.0756
Mappature_precedenti.802,PRAL,03012026,44.6,5,20260330_105818_41_2514_3B,0.0565,0.0673,0.0713,0.11670000000000001,0.2415
Mappature_precedenti.815,PRAL,03012026,45.6,5,20260330_105818_41_2514_3B,0.17350000000000002,0.1961,0.201,0.2611,0.1301
Mappature_precedenti.817,PRAL,03012026,251.7,29,20260330_105818_41_2514_3B,0.079,0.09140000000000001,0.1109,0.1928,0.2697
Mappature_precedenti.820,PRAL,03012026,435.4,45,20260330_105818_41_2514_3B,0.09630000000000001,0.1145,0.1241,0.21200000000000002,0.2615
Mappature_precedenti.829,PRAL,03012026,151.1,17,20260330_105818_41_2514_3B,0.2024,0.2167,0.24600000000000002,0.25980000000000003,0.0273
Mappature_precedenti.830,PRAL,03012026,333.2,38,20260330_105818_41_2514_3B,0.23950000000000002,0.26075000000000004,0.27440000000000003,0.33595,0.1008
Mappature_precedenti.832,PRAL,03012026,2498.5,277,20260330_105818_41_2514_3B,0.1313,0.1491,0.1661,0.24710000000000001,0.196
Mappature_precedenti.835,PRAL,03012026,49.5,6,20260330_105818_41_2514_3B,0.0724,0.08360000000000001,0.08195000000000001,0.12150000000000001,0.1944
Mappature_precedenti.836,PRAL,03012026,4482.8,498,20260330_105818_41_2514_3B,0.26625,0.30825,0.3316,0.34855,0.0249
Mappature_precedenti.841,PRAL,03012026,268.9,28,20260330_105818_41_2514_3B,0.18375,0.2081,0.2124,0.24435,0.07
Mappature_precedenti.843,PRAL,03012026,771.4,86,20260330_105818_41_2514_3B,0.22740000000000002,0.2732,0.255,0.30135,0.0833
Mappature_precedenti.844,PRAL,03012026,118.1,13,20260330_105818_41_2514_3B,0.2645,0.29200000000000004,0.3075,0.3492,0.0635
Mappature_precedenti.848,PRAL,03012026,876.0,92,20260330_105818_41_2514_3B,0.14765,0.15510000000000002,0.16285,0.17015,0.0219
Mappature_precedenti.851,PRAL,03012026,2722.1,301,20260330_105818_41_2514_3B,0.24180000000000001,0.2765,0.2924,0.3436,0.0805
Mappature_precedenti.858,PRAL,03012026,97.8,10,20260330_105818_41_2514_3B,0.07785,0.0782,0.08105,0.1206,0.1961
Mappature_precedenti.860,PRAL,03012026,74.8,8,20260330_105818_41_2514_3B,0.14255,0.1521,0.16740000000000002,0.22055000000000002,0.137
Mappature_precedenti.861,PRAL,03012026,71.7,9,20260330_105818_41_2514_3B,0.1296,0.1414,0.1587,0.2119,0.1436
Mappature_precedenti.862,PRAL,03012026,34.5,6,20260330_105818_41_2514_3B,0.1296,0.154,0.16705,0.23650000000000002,0.1721
Mappature_precedenti.865,PRAL,03012026,602.4,66,20260330_105818_41_2514_3B,0.08615,0.09565,0.11015000000000001,0.1438,0.1325
Mappature_precedenti.867,PRAL,03012026,65.9,7,20260330_105818_41_2514_3B,0.0944,0.113,0.1277,0.1829,0.1777
Mappature_precedenti.869,PRAL,03012026,256.1,28,20260330_105818_41_2514_3B,0.06735000000000001,0.08555,0.09995000000000001,0.15065,0.2023
Mappature_precedenti.873,PRAL,03012026,157.8,17,20260330_105818_41_2514_3B,0.0626,0.0671,0.0752,0.113,0.2009
Mappature_precedenti.875,PRAL,03012026,109.6,11,20260330_105818_41_2514_3B,0.1058,0.1267,0.12440000000000001,0.15460000000000002,0.1082
Mappature_precedenti.876,PRAL,03012026,45.1,6,20260330_105818_41_2514_3B,0.09765,0.10935,0.12015,0.2092,0.2704
Mappature_precedenti.877,PRAL,03012026,81.4,9,20260330_105818_41_2514_3B,0.0863,0.09380000000000001,0.11670000000000001,0.163,0.1655
Mappature_precedenti.882,PRAL,03012026,176.2,19,20260330_105818_41_2514_3B,0.09090000000000001,0.1091,0.1193,0.22560000000000002,0.3082
Mappature_precedenti.883,PRAL,03012026,113.1,14,20260330_105818_41_2514_3B,0.0738,0.0786,0.08945,0.14235,0.2282
Mappature_precedenti.889,PRAL,03012026,63.8,7,20260330_105818_41_2514_3B,0.059000000000000004,0.062400000000000004,0.0671,0.1333,0.3303
Mappature_precedenti.894,PRAL,03012026,72.1,9,20260330_105818_41_2514_3B,0.0632,0.0697,0.0787,0.1206,0.2102
Mappature_precedenti.897,PRAL,03012026,241.3,25,20260330_105818_41_2514_3B,0.0703,0.07780000000000001,0.08950000000000001,0.1315,0.19
Mappature_precedenti.898,PRAL,03012026,77.3,9,20260330_105818_41_2514_3B,0.0966,0.09960000000000001,0.10650000000000001,0.1427,0.1453
Mappature_precedenti.899,PRAL,03012026,76.7,7,20260330_105818_41_2514_3B,0.09000000000000001,0.0979,0.11220000000000001,0.1799,0.2318
Mappature_precedenti.900,PRAL,03012026,300.1,32,20260330_105818_41_2514_3B,0.11030000000000001,0.11895,0.1331,0.21315,0.2312
Mappature_precedenti.901,PRAL,03012026,86.1,10,20260330_105818_41_2514_3B,0.24755000000000002,0.22080000000000002,0.2636,0.19865000000000002,-0.1405
Mappature_precedenti.902,PRAL,03012026,145.2,16,20260330_105818_41_2514_3B,0.12355000000000001,0.12480000000000001,0.1323,0.1411,0.0322
Mappature_precedenti.904,PRAL,03012026,134.1,14,20260330_105818_41_2514_3B,0.19085000000000002,0.1834,0.20465,0.25830000000000003,0.1159
Mappature_precedenti.906,PRAL,03012026,151.8,17,20260330_105818_41_2514_3B,0.0878,0.1015,0.1148,0.21280000000000002,0.2991
Mappature_precedenti.907,PRAL,03012026,72.2,8,20260330_105818_41_2514_3B,0.09285,0.1072,0.11815,0.17355,0.1899
Mappature_precedenti.910,PRAL,03012026,403.0,42,20260330_105818_41_2514_3B,0.12015,0.12815000000000001,0.14705000000000001,0.20475000000000002,0.164
Mappature_precedenti.911,PRAL,03012026,104.0,12,20260330_105818_41_2514_3B,0.07125000000000001,0.07895,0.08360000000000001,0.16065000000000002,0.3155
Mappature_precedenti.918,PRAL,03012026,189.1,23,20260330_105818_41_2514_3B,0.0697,0.0848,0.11180000000000001,0.13240000000000002,0.0844
Mappature_precedenti.919,PRAL,03012026,185.0,21,20260330_105818_41_2514_3B,0.1422,0.161,0.1524,0.1907,0.1116
Mappature_precedenti.931,PRAL,03012026,94.2,10,20260330_105818_41_2514_3B,0.1887,0.23025,0.21675,0.31615000000000004,0.1865
Mappature_precedenti.934,PRAL,03012026,54.1,6,20260330_105818_41_2514_3B,0.16395,0.1895,0.1893,0.23625000000000002,0.1103
Mappature_precedenti.939,PRAL,03012026,1763.0,198,20260330_105818_41_2514_3B,0.2783,0.2934,0.31555,0.3295,0.0216
Mappature_precedenti.941,PRAL,03012026,405.5,41,20260330_105818_41_2514_3B,0.09580000000000001,0.10740000000000001,0.1187,0.19240000000000002,0.2369
Mappature_precedenti.943,PRAL,03012026,78.1,8,20260330_105818_41_2514_3B,0.1029,0.11735000000000001,0.132,0.21380000000000002,0.2366
